,Users,Review_date,Review_content,Rating
258,afrid sayed,a year ago,"Lokesh kanagraj done a fab job ... No dought he will make his own name for new action era.... Outstanding casting.. Annirudh Verra level bgm ....
And awesome movie reference mid and post credit and omg Surya look and bgm dammmmmmmmmnnnnnnnn💯🔥.

South Indian movies will create history for their work which Bollywood needs to admire and work."," Rated 5.0 out of 5, "
259,Aloshia Rajendran,a year ago,"That ""Vikram "" and ""Thakida thak"" is still running in my mind 👌👌Lokesh was such a gem to Tamil cinema...Oh man! Thinking how much effort you would have put to make this script look flawless..  Each and every shot keeps us engaged. Everybody in this film rocked..."," Rated 5.0 out of 5, "
260,Kamran Akhtar,a year ago,"What a superb movie from kamal hassan acting to story line, direction amazing sound tracks. Must watch movie every scene will amaze you with lots of suspense and action. Best movie so far awaiting for part 2.

Overall 9/10 for kamal hassan"," Rated 5.0 out of 5, "
261,DEIVA NATHAN,a year ago,"Kamal hassan, Vijay sethupathi, Fahid fazil, surya  great acting. most of the scenes are unexpected moments. Kamal sir acting made us speechless,, vjs and fazil nailed it. Director Lokesh had a great research on the guns, the results you can watch in cinema. The best movie"," Rated 5.0 out of 5, "
262,Piyush Dharewal,a year ago,"Where are we heading to ? There is a song where goats are being killed and people are eating it with fun and gags. Even if some of people are non vegetarian, why make fun of an animal sacrificed to serve your stomach.

Plus these scenes are not watchable for people who are vegetarians. 


The movie doesn’t value life. From first scene to last there are murders shoot down violent killings and gross scenes.

Loud noise and action are only thing to see in movie. Dont think its anywhere close to rrr ...More"," Rated 1.0 out of 5, "
263,Renu Jadav,a year ago,"Wow..good to see Kamal Hasan back....Amazing actor...very energetic..Next and very special character was Vijay in Negative role..Again Fawad Faisal proved that he's an amazing actor after Pushpa......I didn't boree in whole movie....All the characters in supporting role also did well....Agent Tina .....10 min performance was thrilling....Climax entry of Rolex....was like cherry in the cake....
Superb movie with amazing starcast"," Rated 4.0 out of 5, "
264,Ramesh Kunder,a year ago,"I would rather watch Samrat Pritviraj Chauhan which teach us about our Super heros who sacrificed there life for our nation rather than watching an over the top action movie with an actor who is passed his acting primes decades ago .
These tamil movies used to be a joke but atleast there used to be some swag and grace , but now it seems the movies are made of intentionally hurt the audience. 
Double thumbs down to Vikram .
Kamal Hassan should hang up his boots ASAP ."," Rated 1.0 out of 5, "
265,Narayan Rao,a year ago,Excellent movie. My favourite Kamal sir. No words to praise this movie. No one can be equal to Kamal in any aspect. Just the pathala song was enough to confirm that the entire film wouldn't bore even a second. Superb entry for Kamal in the film. Hats off to the director and the entire team," Rated 5.0 out of 5, "
266,Mahi Kavitha,a year ago,"Awesome ! No words to express 
I was so excited before watching this movie the same excitement is waiting for Kaithi 2 and vikram 2 one thing about the director he is such crazy one lots of love for him for using all the biggest and talented hero's and man he is just bringing all the sparks from them well used 
Let's wait for 2 more years for the eye feast 
Please make it ASAP"," Rated 5.0 out of 5, "
267,Naveen Arumugam,a year ago,Every frame of the movie is unexpected and Vera level performance by each and everyone of the cast  in the movie. Thanks for fanboy given fantastic treat for audiance. Kamal sir Rocks as usual❤️❤️❤️ still vera level 🔥🔥🙌performance in Vikram.  Can't wait to watch again," Rated 5.0 out of 5, "
268,Pushkar Mitra,a year ago,"Hat's off to the writer ! The script is so strong and the direction is God level . Kamal Hasan sir's acting can't be written in word's. He's the god of acting. My god ! I can't believe what my eyes have seen ! Literally I am speechless what to say here ! Just one word - The movie is Insane with God level of acting and superb direction with a strong , very strong script !"," Rated 5.0 out of 5, "
269,Raghu Raj,a year ago,"lacklustre mindless action with a juvenile amateurish script.
you would have seen enough movies to know there is nothing novel about the story. 
the makers try to stylize a very mediocre story with music and good cinematography. 
after a point of time, you start wondering how are all these fight sequences even makimg sense. villains arent carrying guns only so that our hero can wreck them up with his bare hands and some handy tools and weapons. 
the script should have been tighter. feels like so ...More"," Rated 2.0 out of 5, "
270,sridhar k,a year ago,Watched first show in Abudhabi  excellent direction from lokesh first half Fahad nailed it and always Kamal sir  is the best and Vijay sethupathi new look andacting  excellent and every one contributed the role nice and last surya mass. Fan boy Kamal sir movie will all supported by the  cine star fans  I really enjoyed the every moment of the film and interval kola mass," Rated 5.0 out of 5, "
271,Hariz ArZ,a year ago,Overhyped story line takes too much time to build up and at the end it doesn’t reach anywhere but wants to join with other movie. Now all the movies are behind bgms and guns but story line is very poor. Ullaga nayakan liked this story like he says but idk why he wants such a slow story. His taste is in slow movies. Kamal hassan and fahadh did great acting. Bgm was awesome," Rated 2.0 out of 5, "
272,Roshni Sumesh,a year ago,Kamal Haasan sir is awesome. Once again he has proved that not only he is a versatile actor but He is THE ULAGA NAYAKAN in true sense. All the actors in the movie were outstanding and incredible.  Hats off to the entire team.," Rated 4.0 out of 5, "
273,Gliston Mendez,a year ago,"Guys one of the best movies to experience in theatres... Trust me it's better than RRR and KGF 2 with the hype and budget those 2 movies provided.. this one is also action packed... Guns.. bullets.. what else... But casting and their acting adds extra advantage...
Do watch it and feel it.. commercial but keeps you hooked and entertained and that's why we spend money on watching movies.."," Rated 5.0 out of 5, "
274,Gadigappa Ritti,a year ago,"This is one of the best movies of recent time . Talking about performance kamal hassan , Fahad fazzal, Vijay sethupathi were awesome the entry of Rolex surya sir it gives Goosebumps and special mention the baby which acted as Kamal Hassan grandson was very cute and Lokesh kangarajan being fan boy of kamal hassan he give him a awesome gift"," Rated 5.0 out of 5, "
275,Varunesh Santhoshkannan,a year ago,Perfect screenplay and anirudh gave some magic in bgm. Fahadh fashil carries the whole first half. Surya ' s entry was scary. Vijay sethupathy acted well. Perfectly suited for villain . And finally Kamal Hassan (aandavar) has did perfectly at this age.," Rated 5.0 out of 5, "
276,diayana thresha,a year ago,"Such a mind boggling piece of art. One of the finest movies made in the history of Tamil Cinema. So proud for Loki and for the whole cast. Nothing about this film is a drawback. Things are done with such precision which is just haunting. 

WATCH ITTTTTT"," Rated 5.0 out of 5, "
277,Vinu Ramadhas,11 months ago,"Bit confusing at start and disappointing but by the half point the movie delivers one of the best fight I have ever scene. Great choreography ,cinematography and music. Would not recommend to the timid heart as movie is really gory. Conclusion worth watching in theaters"," Rated 3.0 out of 5, "
278,tech buzz,a year ago,What life we are leading to. Day by day gun violence and killings increasing in indian movies. And we call it super hit or blockbuster. They are entertaining kids and families to watch. These so called movie makers are injecting western gun culture here. Obviously kids are the victims. They grow up everyday seeing these movies and become phsyco or serial killer or aggressive behaviors. These should be rate A and block young people from watching it. Atleast they should follow that rule from weste ...More," Rated 1.0 out of 5, "
279,Abin Thomas,a year ago,"Vikram 🔥👌👏
Brilliant making by Loke..!!! Phenomenal.🔥
Another golden feather to the History of Tamil Film Industry. 💫💫💫
Spendid performance by an actors league.
""Nayakan Meendum Varaan"" song is a Goosebump generator..Lots of wow moments. 👌🔥👏
FaFa is the show runner... VJS is the Menacing Villain...Ulaganayagan Rules...Suriya's cameo role at the top-notch🔥
Kudos to Loke Universe.. 👌
Pure Fan boy Sambavam... 👍👌🔥
Action💫BGM💫Cast💫Direction💫Visual"," Rated 5.0 out of 5, "
280,janen balasingam,a year ago,"Amazing movie by the team
Acting was amazing by the cast and was quite emotional at times too
Music was amazing and was enjoyable on its own
The shots by the camera was nice with the right kind of lighting along with the effects all though you can tell some shots had CGI in it.
Overall a great experience and highly recommend this movie to anyone that likes gangster movies"," Rated 5.0 out of 5, "
281,Subhalekha !,a year ago,"Superb film 
Superb music
Superb cinematography

Its the same as kgf why it's even more. It has every emotions in it love friendship anger revenge etc which cannot be expressed super film for our andavar waiting for next film . super pan India film which should become world wide famous."," Rated 5.0 out of 5, "
